model_key,model_group,provider,model_id,variant,batch,seed,k,n_reference,n_query,n_parsed,n_correct,accuracy,invalid_rate,normalization_mode,reasoning_tokens,prompt_tokens,completion_tokens,total_tokens,prompt_cache_hit_tokens,prompt_cache_miss_tokens,cache_hit_rate,cost_status,estimated_cost_cny,uncached_upper_bound_cny,status,parse_ok,parse_method,source_file,copied_from,copied_from_sha256,request_extra,copied_from,copied_from_sha256,request_extra,record_level,cotton_n,cotton_correct,cotton_accuracy,dacron_n,dacron_correct,dacron_accuracy,dacron-cotton_n,dacron-cotton_correct,dacron-cotton_accuracy,spandex_n,spandex_correct,spandex_accuracy,silk_n,silk_correct,silk_accuracy,cotton_hemp30_n,cotton_hemp30_correct,cotton_hemp30_accuracy,flax_cotton25_n,flax_cotton25_correct,flax_cotton25_accuracy,poly_pa15_n,poly_pa15_correct,poly_pa15_accuracy
deepseek_flash,DeepSeek Flash (official latest),deepseek,deepseek-flash,A2_fft16,T3,100013,3,24,216,216,216,1.0,0.0,reference_zscore,0,45670,2594,48264,0,45670,0.0,estimated,0.0084069,0.0084069,done,True,indexed_json,results/deepseek_flash/A2_fft16_T3_s100013_k3.json,k_sweep/results/deepseek_flash/A2_fft16_T3_s100013_k3.json,07828522e0561bda22dbb70c918152a6e0174846eeb440c8e55c4dfea07316ab,,k_sweep/results/deepseek_flash/A2_fft16_T3_s100013_k3.json,07828522e0561bda22dbb70c918152a6e0174846eeb440c8e55c4dfea07316ab,,model-batch-seed-k,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0
deepseek_flash,DeepSeek Flash (official latest),deepseek,deepseek-flash,A2_fft16,T3,100013,5,40,200,200,200,1.0,0.0,reference_zscore,0,45796,2402,48198,0,45796,0.0,estimated,0.0083106,0.0083106,done,True,,results/deepseek_flash/A2_fft16_T3_s100013_k5.json,k_sweep/results/deepseek_flash/A2_fft16_T3_s100013_k5.json,d3e234d97d89181005118d5d21a39233dbeb72461f9fd1d7a510b1fc8ad7b290,,k_sweep/results/deepseek_flash/A2_fft16_T3_s100013_k5.json,d3e234d97d89181005118d5d21a39233dbeb72461f9fd1d7a510b1fc8ad7b290,,model-batch-seed-k,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0
deepseek_flash,DeepSeek Flash (official latest),deepseek,deepseek-flash,A2_fft16,T1,7,1,8,232,232,232,1.0,0.0,reference_zscore,0,45622,2786,48408,0,45622,0.0,estimated,0.0085149,0.0085149,done,True,indexed_json,results/deepseek_flash/A2_fft16_T1_s7_k1.json,,,{'thinking': {'type': 'disabled'}},,,{'thinking': {'type': 'disabled'}},model-batch-seed-k,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0
deepseek_flash,DeepSeek Flash (official latest),deepseek,deepseek-flash,A2_fft16,T1,7,3,24,216,216,216,1.0,0.0,reference_zscore,0,45804,2594,48398,0,45804,0.0,estimated,0.008427,0.008427,done,True,indexed_json,results/deepseek_flash/A2_fft16_T1_s7_k3.json,,,{'thinking': {'type': 'disabled'}},,,{'thinking': {'type': 'disabled'}},model-batch-seed-k,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0
deepseek_flash,DeepSeek Flash (official latest),deepseek,deepseek-flash,A2_fft16,T1,7,5,40,200,200,200,1.0,0.0,reference_zscore,0,45704,2402,48106,0,45704,0.0,estimated,0.0082968,0.0082968,done,True,indexed_json,results/deepseek_flash/A2_fft16_T1_s7_k5.json,,,{'thinking': {'type': 'disabled'}},,,{'thinking': {'type': 'disabled'}},model-batch-seed-k,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0
deepseek_flash,DeepSeek Flash (official latest),deepseek,deepseek-flash,A2_fft16,T2,7,1,8,232,232,204,0.8793103448275862,0.0,reference_zscore,0,45543,2870,48413,0,45543,0.0,estimated,0.00855345,0.00855345,done,True,indexed_json,results/deepseek_flash/A2_fft16_T2_s7_k1.json,,,{'thinking': {'type': 'disabled'}},,,{'thinking': {'type': 'disabled'}},model-batch-seed-k,29,29,1.0,29,29,1.0,29,29,1.0,29,1,0.034482758620689655,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0
deepseek_flash,DeepSeek Flash (official latest),deepseek,deepseek-flash,A2_fft16,T2,7,3,24,216,216,211,0.9768518518518519,0.0,reference_zscore,0,45674,2579,48253,0,45674,0.0,estimated,0.0083985,0.0083985,done,True,indexed_json,results/deepseek_flash/A2_fft16_T2_s7_k3.json,,,{'thinking': {'type': 'disabled'}},,,{'thinking': {'type': 'disabled'}},model-batch-seed-k,27,27,1.0,27,27,1.0,27,22,0.8148148148148148,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0
deepseek_flash,DeepSeek Flash (official latest),deepseek,deepseek-flash,A2_fft16,T2,7,5,40,200,200,200,1.0,0.0,reference_zscore,0,45631,2402,48033,0,45631,0.0,estimated,0.00828585,0.00828585,done,True,indexed_json,results/deepseek_flash/A2_fft16_T2_s7_k5.json,,,{'thinking': {'type': 'disabled'}},,,{'thinking': {'type': 'disabled'}},model-batch-seed-k,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0
deepseek_flash,DeepSeek Flash (official latest),deepseek,deepseek-flash,A2_fft16,T3,7,1,8,232,232,232,1.0,0.0,reference_zscore,0,45219,2786,48005,0,45219,0.0,estimated,0.00845445,0.00845445,done,True,indexed_json,results/deepseek_flash/A2_fft16_T3_s7_k1.json,,,{'thinking': {'type': 'disabled'}},,,{'thinking': {'type': 'disabled'}},model-batch-seed-k,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0
deepseek_flash,DeepSeek Flash (official latest),deepseek,deepseek-flash,A2_fft16,T3,7,3,24,216,216,216,1.0,0.0,reference_zscore,0,45798,2594,48392,0,45798,0.0,estimated,0.0084261,0.0084261,done,True,indexed_json,results/deepseek_flash/A2_fft16_T3_s7_k3.json,,,{'thinking': {'type': 'disabled'}},,,{'thinking': {'type': 'disabled'}},model-batch-seed-k,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0
deepseek_flash,DeepSeek Flash (official latest),deepseek,deepseek-flash,A2_fft16,T3,7,5,40,200,200,200,1.0,0.0,reference_zscore,0,45805,2402,48207,0,45805,0.0,estimated,0.00831195,0.00831195,done,True,indexed_json,results/deepseek_flash/A2_fft16_T3_s7_k5.json,,,{'thinking': {'type': 'disabled'}},,,{'thinking': {'type': 'disabled'}},model-batch-seed-k,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0
deepseek_flash,DeepSeek Flash (official latest),deepseek,deepseek-flash,A2_fft16,T1,42,1,8,232,232,232,1.0,0.0,reference_zscore,0,45790,2786,48576,0,45790,0.0,estimated,0.0085401,0.0085401,done,True,indexed_json,results/deepseek_flash/A2_fft16_T1_s42_k1.json,,,{'thinking': {'type': 'disabled'}},,,{'thinking': {'type': 'disabled'}},model-batch-seed-k,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0
deepseek_flash,DeepSeek Flash (official latest),deepseek,deepseek-flash,A2_fft16,T1,42,3,24,216,216,216,1.0,0.0,reference_zscore,0,45649,2594,48243,0,45649,0.0,estimated,0.00840375,0.00840375,done,True,indexed_json,results/deepseek_flash/A2_fft16_T1_s42_k3.json,,,{'thinking': {'type': 'disabled'}},,,{'thinking': {'type': 'disabled'}},model-batch-seed-k,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0
deepseek_flash,DeepSeek Flash (official latest),deepseek,deepseek-flash,A2_fft16,T1,42,5,40,200,200,200,1.0,0.0,reference_zscore,0,45843,2402,48245,0,45843,0.0,estimated,0.00831765,0.00831765,done,True,indexed_json,results/deepseek_flash/A2_fft16_T1_s42_k5.json,,,{'thinking': {'type': 'disabled'}},,,{'thinking': {'type': 'disabled'}},model-batch-seed-k,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0
deepseek_flash,DeepSeek Flash (official latest),deepseek,deepseek-flash,A2_fft16,T2,42,1,8,232,232,232,1.0,0.0,reference_zscore,0,45694,2786,48480,0,45694,0.0,estimated,0.0085257,0.0085257,done,True,indexed_json,results/deepseek_flash/A2_fft16_T2_s42_k1.json,,,{'thinking': {'type': 'disabled'}},,,{'thinking': {'type': 'disabled'}},model-batch-seed-k,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0
deepseek_flash,DeepSeek Flash (official latest),deepseek,deepseek-flash,A2_fft16,T2,42,3,24,216,216,216,1.0,0.0,reference_zscore,0,45839,2594,48433,0,45839,0.0,estimated,0.00843225,0.00843225,done,True,indexed_json,results/deepseek_flash/A2_fft16_T2_s42_k3.json,,,{'thinking': {'type': 'disabled'}},,,{'thinking': {'type': 'disabled'}},model-batch-seed-k,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0
deepseek_flash,DeepSeek Flash (official latest),deepseek,deepseek-flash,A2_fft16,T2,42,5,40,200,200,200,1.0,0.0,reference_zscore,0,45782,2402,48184,0,45782,0.0,estimated,0.0083085,0.0083085,done,True,indexed_json,results/deepseek_flash/A2_fft16_T2_s42_k5.json,,,{'thinking': {'type': 'disabled'}},,,{'thinking': {'type': 'disabled'}},model-batch-seed-k,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0
deepseek_flash,DeepSeek Flash (official latest),deepseek,deepseek-flash,A2_fft16,T3,42,1,8,232,232,232,1.0,0.0,reference_zscore,0,45662,2786,48448,0,45662,0.0,estimated,0.0085209,0.0085209,done,True,indexed_json,results/deepseek_flash/A2_fft16_T3_s42_k1.json,,,{'thinking': {'type': 'disabled'}},,,{'thinking': {'type': 'disabled'}},model-batch-seed-k,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0
deepseek_flash,DeepSeek Flash (official latest),deepseek,deepseek-flash,A2_fft16,T3,42,3,24,216,216,216,1.0,0.0,reference_zscore,0,45667,2594,48261,0,45667,0.0,estimated,0.00840645,0.00840645,done,True,indexed_json,results/deepseek_flash/A2_fft16_T3_s42_k3.json,,,{'thinking': {'type': 'disabled'}},,,{'thinking': {'type': 'disabled'}},model-batch-seed-k,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0
deepseek_flash,DeepSeek Flash (official latest),deepseek,deepseek-flash,A2_fft16,T3,42,5,40,200,200,200,1.0,0.0,reference_zscore,0,45761,2402,48163,0,45761,0.0,estimated,0.00830535,0.00830535,done,True,indexed_json,results/deepseek_flash/A2_fft16_T3_s42_k5.json,,,{'thinking': {'type': 'disabled'}},,,{'thinking': {'type': 'disabled'}},model-batch-seed-k,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0
qwen36_35b_a3b,"Qwen3.6-35B-A3B (SF, non-thinking)",siliconflow,Qwen/Qwen3.6-35B-A3B,A2_fft16,T1,100013,0,0,240,240,111,0.4625,0.0,none_raw_fft16,0,61747,3452,65199,0,61747,0.0,estimated,0.1484262,0.1484262,done,True,indexed_json,results/qwen36_35b_a3b/A2_fft16_T1_s100013_k0.json,k_sweep/results/qwen36_35b_a3b/A2_fft16_T1_s100013_k0.json,069d9d79a0d6036ddac4cde46c27e6fc212def72a3a5de89dcd706e51bf2a6b7,{'enable_thinking': False},k_sweep/results/qwen36_35b_a3b/A2_fft16_T1_s100013_k0.json,069d9d79a0d6036ddac4cde46c27e6fc212def72a3a5de89dcd706e51bf2a6b7,{'enable_thinking': False},model-batch-seed-k,30,30,1.0,30,21,0.7,30,0,0.0,30,0,0.0,30,0,0.0,30,0,0.0,30,30,1.0,30,30,1.0
qwen36_35b_a3b,"Qwen3.6-35B-A3B (SF, non-thinking)",siliconflow,Qwen/Qwen3.6-35B-A3B,A2_fft16,T1,100013,1,8,232,232,224,0.9655172413793104,0.0,reference_zscore,0,49857,3258,53115,0,49857,0.0,estimated,0.124929,0.124929,done,True,indexed_json,results/qwen36_35b_a3b/A2_fft16_T1_s100013_k1.json,k_sweep/results/qwen36_35b_a3b/A2_fft16_T1_s100013_k1.json,dbfc0d964ebec31bcfeeb7fb1e5222fef6cb8f8123ef4692d6612ab0a060608d,,k_sweep/results/qwen36_35b_a3b/A2_fft16_T1_s100013_k1.json,dbfc0d964ebec31bcfeeb7fb1e5222fef6cb8f8123ef4692d6612ab0a060608d,,model-batch-seed-k,29,29,1.0,29,21,0.7241379310344828,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0,29,29,1.0
qwen36_35b_a3b,"Qwen3.6-35B-A3B (SF, non-thinking)",siliconflow,Qwen/Qwen3.6-35B-A3B,A2_fft16,T1,100013,3,24,216,216,207,0.9583333333333334,0.0,reference_zscore,0,49785,3044,52829,0,49785,0.0,estimated,0.1224882,0.1224882,done,True,indexed_json,results/qwen36_35b_a3b/A2_fft16_T1_s100013_k3.json,k_sweep/results/qwen36_35b_a3b/A2_fft16_T1_s100013_k3.json,37a4e94c30c6f853e4cc257b99ebdb45cea0330c0b005303e344273a00d6ca4e,,k_sweep/results/qwen36_35b_a3b/A2_fft16_T1_s100013_k3.json,37a4e94c30c6f853e4cc257b99ebdb45cea0330c0b005303e344273a00d6ca4e,,model-batch-seed-k,27,27,1.0,27,18,0.6666666666666666,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0
qwen36_35b_a3b,"Qwen3.6-35B-A3B (SF, non-thinking)",siliconflow,Qwen/Qwen3.6-35B-A3B,A2_fft16,T1,100013,5,40,200,200,200,1.0,0.0,reference_zscore,0,49765,2794,52559,0,49765,0.0,estimated,0.1197522,0.1197522,done,True,,results/qwen36_35b_a3b/A2_fft16_T1_s100013_k5.json,k_sweep/results/qwen36_35b_a3b/A2_fft16_T1_s100013_k5.json,b5e9ebe538ca45e16e0e6c89d0c06c148e48b4733be3c949a07cad976e73d0e0,,k_sweep/results/qwen36_35b_a3b/A2_fft16_T1_s100013_k5.json,b5e9ebe538ca45e16e0e6c89d0c06c148e48b4733be3c949a07cad976e73d0e0,,model-batch-seed-k,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0
qwen36_35b_a3b,"Qwen3.6-35B-A3B (SF, non-thinking)",siliconflow,Qwen/Qwen3.6-35B-A3B,A2_fft16,T2,100013,0,0,240,240,190,0.7916666666666666,0.0,none_raw_fft16,0,61411,3354,64765,0,61411,0.0,estimated,0.146763,0.146763,done,True,indexed_json,results/qwen36_35b_a3b/A2_fft16_T2_s100013_k0.json,k_sweep/results/qwen36_35b_a3b/A2_fft16_T2_s100013_k0.json,3df113c23207a058c36d62c27d3f7375dbc2f639ba6385cd5e638e90ee48ec16,,k_sweep/results/qwen36_35b_a3b/A2_fft16_T2_s100013_k0.json,3df113c23207a058c36d62c27d3f7375dbc2f639ba6385cd5e638e90ee48ec16,,model-batch-seed-k,30,30,1.0,30,10,0.3333333333333333,30,0,0.0,30,30,1.0,30,30,1.0,30,30,1.0,30,30,1.0,30,30,1.0
qwen36_35b_a3b,"Qwen3.6-35B-A3B (SF, non-thinking)",siliconflow,Qwen/Qwen3.6-35B-A3B,A2_fft16,T2,100013,1,8,232,232,145,0.625,0.0,reference_zscore,0,49893,3374,53267,0,49893,0.0,estimated,0.1262466,0.1262466,done,True,indexed_json,results/qwen36_35b_a3b/A2_fft16_T2_s100013_k1.json,k_sweep/results/qwen36_35b_a3b/A2_fft16_T2_s100013_k1.json,49e0bba0278d81410ef22981318f0b6ead8f758bfd7ebcd72023d1b3248184f6,,k_sweep/results/qwen36_35b_a3b/A2_fft16_T2_s100013_k1.json,49e0bba0278d81410ef22981318f0b6ead8f758bfd7ebcd72023d1b3248184f6,,model-batch-seed-k,29,29,1.0,29,29,1.0,29,29,1.0,29,0,0.0,29,29,1.0,29,29,1.0,29,0,0.0,29,0,0.0
qwen36_35b_a3b,"Qwen3.6-35B-A3B (SF, non-thinking)",siliconflow,Qwen/Qwen3.6-35B-A3B,A2_fft16,T2,100013,3,24,216,216,216,1.0,0.0,reference_zscore,0,49915,3026,52941,0,49915,0.0,estimated,0.1225278,0.1225278,done,True,indexed_json,results/qwen36_35b_a3b/A2_fft16_T2_s100013_k3.json,k_sweep/results/qwen36_35b_a3b/A2_fft16_T2_s100013_k3.json,ccacb86644b989f3a9fa196ef567d794ff82dd6029104c78a6fab01bd16a30e6,,k_sweep/results/qwen36_35b_a3b/A2_fft16_T2_s100013_k3.json,ccacb86644b989f3a9fa196ef567d794ff82dd6029104c78a6fab01bd16a30e6,,model-batch-seed-k,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0,27,27,1.0
qwen36_35b_a3b,"Qwen3.6-35B-A3B (SF, non-thinking)",siliconflow,Qwen/Qwen3.6-35B-A3B,A2_fft16,T2,100013,5,40,200,200,200,1.0,0.0,reference_zscore,0,49828,2794,52622,0,49828,0.0,estimated,0.1198656,0.1198656,done,True,,results/qwen36_35b_a3b/A2_fft16_T2_s100013_k5.json,k_sweep/results/qwen36_35b_a3b/A2_fft16_T2_s100013_k5.json,80c4590baec47993645e05230254713c86215aa2221899ca3b7fed624bcf51d2,,k_sweep/results/qwen36_35b_a3b/A2_fft16_T2_s100013_k5.json,80c4590baec47993645e05230254713c86215aa2221899ca3b7fed624bcf51d2,,model-batch-seed-k,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0,25,25,1.0
